temperature,pressure,reaction_rate,cooling_efficiency,label,reactor_id,timestamp
261.65,7.37,0.82,0.29,CRITICAL,C,130
140.53,5.0,0.74,0.72,WARNING,E,64
152.17,5.76,0.75,0.7,WARNING,C,78
216.6,6.59,0.8,0.44,CRITICAL,B,118
116.69,3.68,0.54,0.85,SAFE,C,2
169.69,4.57,0.61,0.71,WARNING,C,96
172.42,8.06,0.82,0.4,CRITICAL,C,104
159.79,4.97,0.71,0.66,WARNING,B,84
169.79,7.87,0.93,0.45,CRITICAL,E,104
117.29,4.19,0.5,0.89,SAFE,E,9
125.37,3.72,0.43,0.82,SAFE,D,52
142.1,5.91,0.69,0.55,WARNING,C,67
159.56,6.2,0.66,0.69,WARNING,D,85
260.15,9.47,0.95,0.23,CRITICAL,E,129
173.36,4.76,0.77,0.66,WARNING,E,97
145.88,6.05,0.75,0.7,WARNING,E,69
127.62,3.71,0.55,0.92,SAFE,E,35
278.64,6.96,0.84,0.33,CRITICAL,D,136
161.28,4.96,0.6,0.59,WARNING,A,85
165.03,9.7,0.84,0.22,CRITICAL,B,102
114.49,3.51,0.51,0.84,SAFE,B,19
172.36,9.02,0.9,0.48,CRITICAL,D,104
121.88,4.05,0.45,0.93,SAFE,A,35
224.7,8.35,0.81,0.26,CRITICAL,D,120
126.51,3.66,0.43,0.81,SAFE,B,30
118.15,3.96,0.45,0.93,SAFE,E,37
117.97,3.8,0.56,0.82,SAFE,E,29
174.23,5.87,0.75,0.74,WARNING,E,98
172.39,5.1,0.66,0.63,WARNING,A,95
111.92,3.75,0.45,0.89,SAFE,E,3
159.02,8.55,0.96,0.48,CRITICAL,B,100
130.47,4.3,0.48,0.87,SAFE,E,14
117.11,4.49,0.51,0.87,SAFE,D,40
269.38,9.0,0.82,0.25,CRITICAL,D,133
112.86,4.28,0.56,0.86,SAFE,E,52
142.58,5.49,0.61,0.65,WARNING,B,66
202.93,6.76,0.99,0.39,CRITICAL,C,112
219.42,9.79,0.98,0.45,CRITICAL,C,117
131.23,4.15,0.54,0.82,SAFE,E,30
153.64,5.56,0.71,0.71,WARNING,B,77
115.51,4.09,0.56,0.8,SAFE,A,4
139.17,6.48,0.77,0.58,WARNING,E,63
242.79,9.64,0.87,0.43,CRITICAL,D,126
175.53,5.6,0.6,0.61,WARNING,A,98
127.71,3.94,0.46,0.9,SAFE,E,13
248.92,6.71,0.89,0.35,CRITICAL,C,126
156.23,5.35,0.7,0.74,WARNING,D,82
114.76,3.95,0.48,0.84,SAFE,A,47
131.97,4.33,0.46,0.81,SAFE,A,32
135.78,5.1,0.72,0.75,WARNING,B,60
277.69,8.63,0.95,0.23,CRITICAL,A,134
121.34,4.45,0.58,0.84,SAFE,A,27
278.35,6.8,0.82,0.24,CRITICAL,E,133
165.68,6.18,0.73,0.73,WARNING,B,90
145.01,5.57,0.71,0.7,WARNING,D,69
171.74,6.4,0.67,0.7,WARNING,C,98
126.85,3.77,0.53,0.87,SAFE,C,8
290.67,9.17,0.87,0.32,CRITICAL,C,138
198.46,9.02,0.91,0.43,CRITICAL,C,111
124.0,4.46,0.45,0.86,SAFE,E,32
152.8,6.13,0.75,0.61,WARNING,D,78
291.54,9.2,0.97,0.38,CRITICAL,A,138
137.8,5.1,0.66,0.7,WARNING,A,62
117.77,3.62,0.58,0.84,SAFE,D,51
257.73,7.83,0.95,0.45,CRITICAL,A,128
226.96,6.77,0.87,0.35,CRITICAL,E,120
158.74,7.96,0.83,0.3,CRITICAL,D,100
138.94,4.93,0.65,0.74,WARNING,A,64
114.28,4.23,0.43,0.86,SAFE,A,14
123.4,4.26,0.44,0.83,SAFE,B,16
111.77,4.13,0.45,0.94,SAFE,A,40
147.65,5.19,0.66,0.74,WARNING,D,72
172.81,5.56,0.68,0.68,WARNING,C,99
121.37,3.81,0.46,0.95,SAFE,B,47
153.0,6.09,0.66,0.62,WARNING,B,76
119.47,4.49,0.45,0.92,SAFE,A,52
121.54,3.78,0.48,0.88,SAFE,C,57
130.83,4.31,0.41,0.93,SAFE,C,15
194.4,7.89,0.84,0.24,CRITICAL,B,111
133.46,4.35,0.49,0.83,SAFE,D,41
124.35,4.04,0.54,0.94,SAFE,D,35
294.92,6.76,0.84,0.43,CRITICAL,E,137
257.38,9.19,0.94,0.26,CRITICAL,B,129
136.77,4.8,0.71,0.62,WARNING,B,61
131.71,3.99,0.57,0.89,SAFE,B,21
275.83,6.52,0.86,0.31,CRITICAL,D,135
233.72,9.45,0.91,0.45,CRITICAL,C,121
121.17,4.2,0.42,0.88,SAFE,D,56
176.61,8.7,0.84,0.41,CRITICAL,A,105
133.72,3.83,0.52,0.92,SAFE,E,5
189.81,8.44,0.87,0.44,CRITICAL,C,109
128.41,4.18,0.58,0.81,SAFE,A,1
168.13,5.1,0.7,0.65,WARNING,E,93
119.52,3.64,0.46,0.87,SAFE,E,1
156.14,6.45,0.76,0.73,WARNING,A,80
141.1,5.27,0.73,0.71,WARNING,B,65
111.73,4.26,0.55,0.82,SAFE,A,34
163.07,6.34,0.77,0.57,WARNING,D,88
118.41,4.33,0.51,0.91,SAFE,D,7
118.03,4.15,0.58,0.81,SAFE,D,34
158.84,5.24,0.78,0.7,WARNING,C,86
168.26,5.65,0.65,0.69,WARNING,A,91
116.25,4.14,0.57,0.88,SAFE,C,59
124.85,3.7,0.42,0.85,SAFE,E,4
140.82,6.18,0.73,0.71,WARNING,C,65
161.34,7.32,0.81,0.47,CRITICAL,B,101
116.67,4.44,0.53,0.89,SAFE,A,13
113.77,3.56,0.42,0.93,SAFE,C,35
130.34,4.21,0.46,0.89,SAFE,E,40
185.36,8.73,0.96,0.35,CRITICAL,C,107
271.6,6.83,0.82,0.42,CRITICAL,B,133
129.11,4.11,0.56,0.83,SAFE,B,26
282.81,6.76,0.91,0.33,CRITICAL,E,134
161.82,4.79,0.71,0.55,WARNING,E,86
139.74,4.64,0.79,0.56,WARNING,D,64
241.06,7.65,0.91,0.2,CRITICAL,E,123
158.58,4.8,0.68,0.7,WARNING,D,84
169.5,9.68,0.86,0.32,CRITICAL,B,103
118.24,3.83,0.56,0.93,SAFE,E,6
111.58,3.93,0.48,0.87,SAFE,E,2
123.56,3.91,0.44,0.85,SAFE,B,49
116.19,4.25,0.57,0.81,SAFE,D,55
165.39,6.25,0.64,0.7,WARNING,D,90
124.88,4.18,0.45,0.82,SAFE,A,58
121.77,4.04,0.53,0.83,SAFE,D,54
132.63,4.48,0.51,0.83,SAFE,E,0
198.94,8.09,0.93,0.39,CRITICAL,B,112
119.99,3.72,0.6,0.88,SAFE,A,21
123.86,4.29,0.58,0.87,SAFE,C,33
110.23,4.07,0.42,0.95,SAFE,D,39
134.36,4.05,0.54,0.82,SAFE,B,20
283.27,9.54,0.94,0.49,CRITICAL,B,136
123.73,4.43,0.49,0.9,SAFE,B,51
176.95,7.62,0.87,0.22,CRITICAL,C,105
271.57,8.24,0.9,0.35,CRITICAL,C,133
146.9,5.59,0.71,0.71,WARNING,D,71
138.65,4.55,0.61,0.65,WARNING,C,63
125.61,4.36,0.53,0.82,SAFE,C,28
161.01,8.25,0.88,0.41,CRITICAL,E,101
265.48,7.72,0.93,0.43,CRITICAL,A,130
166.18,8.29,0.84,0.44,CRITICAL,E,103
176.46,5.66,0.73,0.64,WARNING,A,99
165.16,4.58,0.77,0.62,WARNING,C,92
163.25,5.3,0.8,0.66,WARNING,A,87
133.42,4.46,0.59,0.93,SAFE,D,38
130.88,4.38,0.41,0.85,SAFE,C,50
151.08,5.37,0.62,0.68,WARNING,B,74
114.62,3.64,0.46,0.84,SAFE,D,46
235.18,9.84,0.88,0.42,CRITICAL,A,121
134.74,3.6,0.57,0.91,SAFE,E,54
124.03,3.76,0.52,0.93,SAFE,A,20
146.79,6.31,0.77,0.57,WARNING,A,71
180.09,7.35,0.93,0.2,CRITICAL,A,106
260.73,7.3,0.87,0.34,CRITICAL,B,130
113.79,4.19,0.48,0.92,SAFE,D,15
166.61,7.67,0.96,0.43,CRITICAL,A,102
